stdgCd,lclgvNm,rteId,vhclNo,gthrDt,rteNo,lat,lot,oprDrct,oprSpd,evtCd,evtType,totDt
4686000000,전라남도 함평군,16,252007,2026-03-30 00:00:00,100,35.0622024500,126.5234222400,290,57,,GPS,2026-03-30 15:29:01
4686000000,전라남도 함평군,16,252008,2026-03-23 00:00:00,100,35.0624961900,126.5234680200,264,64,,,2026-03-23 11:41:01
4686000000,전라남도 함평군,17,251032,2026-04-05 00:00:00,100,35.0620460500,126.5234451300,257,36,,GPS,2026-04-05 06:45:02
4686000000,전라남도 함평군,17,252000,2026-04-06 00:00:00,100,35.0621109000,126.5234298700,0,36,,GPS,2026-04-06 10:30:02
4686000000,전라남도 함평군,17,252002,2026-04-02 00:00:00,100,35.0619773900,126.5270843500,94,28,,GPS,2026-04-02 08:34:01
4686000000,전라남도 함평군,17,252005,2026-04-04 00:00:00,100,35.0501937900,126.5327911400,155,56,,GPS,2026-04-04 09:54:01
4686000000,전라남도 함평군,17,252006,2026-03-29 00:00:00,100,35.0244636500,126.5388259900,52,49,,GPS,2026-03-29 10:09:01
4686000000,전라남도 함평군,17,252007,2026-04-05 00:00:00,100,35.0582160900,126.5268859900,173,58,,GPS,2026-04-05 20:43:03
4686000000,전라남도 함평군,17,252008,2026-03-19 00:00:00,100,35.0542450000,126.5291976900,144,52,,,2026-03-19 06:01:01
4686000000,전라남도 함평군,18,251016,2026-04-03 00:00:00,100,35.0621109000,126.5234298700,253,0,,GPS,2026-04-03 07:47:06
4686000000,전라남도 함평군,18,251032,2026-04-05 00:00:00,100,35.0619659400,126.5234375000,245,0,,GPS,2026-04-05 19:10:02
4686000000,전라남도 함평군,18,252000,2026-04-04 00:00:00,100,35.0620498700,126.5235290500,356,0,,GPS,2026-04-04 19:10:02
4686000000,전라남도 함평군,18,252001,2026-03-30 00:00:00,100,35.0620651200,126.5234527600,53,20,,GPS,2026-03-30 18:44:02
4686000000,전라남도 함평군,18,252002,2026-03-31 00:00:00,100,35.0621109000,126.5235595700,245,0,,GPS,2026-03-31 18:59:01
4686000000,전라남도 함평군,18,252005,2026-04-04 00:00:00,100,35.0521316500,126.5309295700,131,0,,GPS,2026-04-04 12:09:01
4686000000,전라남도 함평군,18,252006,2026-04-06 00:00:00,100,35.0666465800,126.5261001600,249,31,,GPS,2026-04-06 15:24:01
4686000000,전라남도 함평군,18,252007,2026-03-30 00:00:00,100,35.0621528600,126.5235137900,157,0,,GPS,2026-03-30 19:00:03
4686000000,전라남도 함평군,18,252008,2026-03-24 00:00:00,100,35.0620842000,126.5233001700,146,0,,,2026-03-24 16:01:01
4686000000,전라남도 함평군,19,251032,2026-04-06 00:00:00,100,35.0621299700,126.5234603900,189,57,,GPS,2026-04-06 11:15:01
4686000000,전라남도 함평군,19,252000,2026-04-06 00:00:00,100,35.0886497500,126.4956054700,318,0,,GPS,2026-04-06 16:11:01
4686000000,전라남도 함평군,19,252002,2026-04-01 00:00:00,100,35.0620422400,126.5234451300,24,66,,GPS,2026-04-01 16:00:02
4686000000,전라남도 함평군,19,252007,2026-04-04 00:00:00,100,35.0621032700,126.5235366800,124,48,,GPS,2026-04-04 11:11:01
4686000000,전라남도 함평군,19,252008,2026-03-16 00:00:00,100,35.0863952600,126.4989700300,31,71,,,2026-03-16 11:23:01
4686000000,전라남도 함평군,2,251016,2026-04-04 00:00:00,100,35.0621109000,126.5234832800,242,0,,GPS,2026-04-04 11:34:01
4686000000,전라남도 함평군,2,252001,2026-04-03 00:00:00,100,35.0621643100,126.5234527600,201,15,,GPS,2026-04-03 06:19:05
4686000000,전라남도 함평군,2,252003,2026-03-20 00:00:00,100,35.0579795800,126.5796432500,75,49,,,2026-03-20 14:45:02
4686000000,전라남도 함평군,2,252005,2026-03-31 00:00:00,100,35.0621986400,126.5234603900,258,0,,GPS,2026-03-31 18:47:01
4686000000,전라남도 함평군,2,252006,2026-04-05 00:00:00,100,35.0621070900,126.5236129800,338,24,,GPS,2026-04-05 11:37:01
4686000000,전라남도 함평군,20,251032,2026-04-01 00:00:00,100,35.0622863800,126.5234375000,87,50,,GPS,2026-04-01 18:10:06
4686000000,전라남도 함평군,20,252000,2026-04-05 00:00:00,100,35.0621223400,126.5235519400,112,41,,GPS,2026-04-05 18:11:01
4686000000,전라남도 함평군,20,252002,2026-03-30 00:00:00,100,0E-10,0E-10,358,45,,GPS,2026-03-30 18:10:02
4686000000,전라남도 함평군,20,252007,2026-04-04 00:00:00,100,35.0782280000,126.5044555700,320,19,,GPS,2026-04-04 18:17:01
4686000000,전라남도 함평군,21,251032,2026-04-05 00:00:00,100,35.0621147200,126.5236434900,321,53,,GPS,2026-04-05 11:15:02
4686000000,전라남도 함평군,21,252000,2026-04-04 00:00:00,100,35.0623207100,126.5230712900,298,44,,GPS,2026-04-04 11:17:01
4686000000,전라남도 함평군,21,252002,2026-04-06 00:00:00,100,35.0619697600,126.5237045300,111,61,,GPS,2026-04-06 16:35:01
4686000000,전라남도 함평군,21,252005,2026-03-28 00:00:00,100,35.0621299700,126.5232696500,340,41,,GPS,2026-03-28 16:13:01
4686000000,전라남도 함평군,21,252007,2026-04-01 00:00:00,100,35.0243377700,126.5389099100,215,43,,GPS,2026-04-01 16:45:01
4686000000,전라남도 함평군,21,252008,2026-03-25 00:00:00,100,35.0620231600,126.5233154300,330,45,,,2026-03-25 16:35:02
4686000000,전라남도 함평군,22,251032,2026-04-05 00:00:00,100,35.0620079000,126.5236282300,149,59,,GPS,2026-04-05 08:35:01
4686000000,전라남도 함평군,22,252000,2026-04-04 00:00:00,100,35.0623207100,126.5236434900,42,47,,GPS,2026-04-04 08:37:01
4686000000,전라남도 함평군,22,252002,2026-04-06 00:00:00,100,0E-10,0E-10,0,80,,GPS,2026-04-06 08:34:01
4686000000,전라남도 함평군,22,252007,2026-04-01 00:00:00,100,35.0621109000,126.5234756500,138,52,,GPS,2026-04-01 08:35:01
4686000000,전라남도 함평군,22,252008,2026-03-19 00:00:00,100,35.0633850100,126.5223007200,329,50,,,2026-03-19 08:37:01
4686000000,전라남도 함평군,24,251032,2026-04-03 00:00:00,100,35.0620079000,126.5237274200,0,43,,GPS,2026-04-03 18:38:01
4686000000,전라남도 함평군,24,252000,2026-04-03 00:00:00,100,35.0641021700,126.5217437700,322,43,,GPS,2026-04-03 14:42:01
4686000000,전라남도 함평군,24,252001,2026-04-06 00:00:00,100,35.0621032700,126.5234527600,245,42,,GPS,2026-04-06 15:09:01
4686000000,전라남도 함평군,24,252002,2026-04-06 00:00:00,100,35.0621299700,126.5234451300,127,35,,GPS,2026-04-06 14:41:03
4686000000,전라남도 함평군,24,252005,2026-03-14 00:00:00,100,35.0622520400,126.5237579300,165,52,,,2026-03-14 18:30:02
4686000000,전라남도 함평군,24,252006,2026-03-28 00:00:00,100,35.0619812000,126.5237197900,182,30,,GPS,2026-03-28 18:30:02
4686000000,전라남도 함평군,24,252007,2026-04-05 00:00:00,100,35.0536575300,126.5295562700,148,51,,GPS,2026-04-05 14:49:02
4686000000,전라남도 함평군,24,252008,2026-03-25 00:00:00,100,35.0622215300,126.5235366800,151,45,,,2026-03-25 14:39:01
4686000000,전라남도 함평군,25,251016,2026-03-30 00:00:00,100,35.0621643100,126.5235366800,327,57,,GPS,2026-03-30 07:27:03
4686000000,전라남도 함평군,25,251032,2026-04-06 00:00:00,100,35.0620575000,126.5237960800,169,39,,GPS,2026-04-06 16:37:01
4686000000,전라남도 함평군,25,252000,2026-04-04 00:00:00,100,35.0620231600,126.5235061600,254,42,,GPS,2026-04-04 17:05:02
4686000000,전라남도 함평군,25,252001,2026-04-03 00:00:00,100,35.0620803800,126.5235137900,248,58,,GPS,2026-04-03 07:24:05
4686000000,전라남도 함평군,25,252002,2026-04-06 00:00:00,100,35.0618667600,126.5233154300,243,32,,GPS,2026-04-06 13:15:02
4686000000,전라남도 함평군,25,252005,2026-04-06 00:00:00,100,35.0513954200,126.5499725300,135,0,,GPS,2026-04-06 07:30:02
4686000000,전라남도 함평군,25,252006,2026-03-31 00:00:00,100,35.0620994600,126.5234756500,118,54,,GPS,2026-03-31 07:24:01
4686000000,전라남도 함평군,25,252007,2026-04-05 00:00:00,100,35.0620079000,126.5235137900,204,52,,GPS,2026-04-05 13:14:01
4686000000,전라남도 함평군,25,252008,2026-04-01 00:00:00,100,35.0621986400,126.5234375000,98,44,,GPS,2026-04-01 09:04:01
4686000000,전라남도 함평군,26,251032,2026-04-03 00:00:00,100,35.0629272500,126.5226440400,331,42,,GPS,2026-04-03 17:16:01
4686000000,전라남도 함평군,26,252000,2026-04-06 00:00:00,100,35.1452484100,126.4642105100,97,58,,GPS,2026-04-06 16:37:01
4686000000,전라남도 함평군,26,252002,2026-04-01 00:00:00,100,35.0622139000,126.5230026200,174,0,,GPS,2026-04-01 17:10:03
4686000000,전라남도 함평군,26,252007,2026-04-05 00:00:00,100,35.0622139000,126.5235519400,253,47,,GPS,2026-04-05 18:40:02
4686000000,전라남도 함평군,28,251016,2026-04-04 00:00:00,100,35.0621528600,126.5234832800,248,0,,GPS,2026-04-04 18:59:01
4686000000,전라남도 함평군,28,252001,2026-04-03 00:00:00,100,35.0620231600,126.5236740100,149,41,,GPS,2026-04-03 19:29:01
4686000000,전라남도 함평군,28,252005,2026-04-01 00:00:00,100,35.0621337900,126.5234375000,251,0,,GPS,2026-04-01 19:31:01
4686000000,전라남도 함평군,28,252006,2026-04-05 00:00:00,100,35.0623626700,126.5229110700,154,0,,GPS,2026-04-05 19:00:02
4686000000,전라남도 함평군,28,252008,2026-03-23 00:00:00,100,35.0543098400,126.5292663600,308,0,,,2026-03-23 19:42:14
4686000000,전라남도 함평군,29,251016,2026-04-04 00:00:00,100,35.0621299700,126.5234527600,250,63,,GPS,2026-04-04 09:25:02
4686000000,전라남도 함평군,29,251032,2026-03-30 00:00:00,100,35.0621223400,126.5235290500,19,49,,GPS,2026-03-30 12:05:01
4686000000,전라남도 함평군,29,252000,2026-04-06 00:00:00,100,35.0622825600,126.5234680200,25,62,,GPS,2026-04-06 06:25:01
4686000000,전라남도 함평군,29,252001,2026-04-04 00:00:00,100,35.0622901900,126.5234832800,44,71,,GPS,2026-04-04 08:20:02
4686000000,전라남도 함평군,29,252005,2026-04-02 00:00:00,100,35.0620498700,126.5234832800,0,79,,GPS,2026-04-02 13:50:15
4686000000,전라남도 함평군,29,252006,2026-04-06 00:00:00,100,35.0621032700,126.5234527600,247,62,,GPS,2026-04-06 12:40:03
4686000000,전라남도 함평군,29,252007,2026-04-05 00:00:00,100,35.0621643100,126.5235672000,45,53,,GPS,2026-04-05 06:20:02
4686000000,전라남도 함평군,29,252008,2026-03-24 00:00:00,100,35.0620803800,126.5235137900,116,73,,,2026-03-24 12:41:02
4686000000,전라남도 함평군,30,251032,2026-04-06 00:00:00,100,35.0621261600,126.5234756500,337,41,,GPS,2026-04-06 09:24:01
4686000000,전라남도 함평군,30,252000,2026-04-05 00:00:00,100,35.0611610400,126.5235748300,158,58,,GPS,2026-04-05 09:27:01
4686000000,전라남도 함평군,30,252002,2026-03-31 00:00:00,100,0E-10,0E-10,0,27,,GPS,2026-03-31 09:25:01
4686000000,전라남도 함평군,30,252007,2026-03-30 00:00:00,100,35.0619926500,126.5234909100,195,53,,GPS,2026-03-30 09:25:02
4686000000,전라남도 함평군,30,252008,2026-03-16 00:00:00,100,35.0622787500,126.5234069800,2,64,,,2026-03-16 09:26:01
4686000000,전라남도 함평군,32,251016,2026-03-27 00:00:00,100,35.0663108800,126.5252761800,71,40,,GPS,2026-03-27 10:54:01
4686000000,전라남도 함평군,32,252005,2026-04-03 00:00:00,100,35.0620460500,126.5237426800,141,0,,GPS,2026-04-03 08:42:00
4686000000,전라남도 함평군,32,252006,2026-03-18 00:00:00,100,35.0620231600,126.5236282300,137,0,,,2026-03-18 08:44:01
4686000000,전라남도 함평군,33,251016,2026-04-04 00:00:00,100,35.0621070900,126.5235061600,253,73,,GPS,2026-04-04 16:56:01
4686000000,전라남도 함평군,33,251032,2026-04-05 00:00:00,100,35.0621566800,126.5234603900,26,72,,GPS,2026-04-05 14:15:01
4686000000,전라남도 함평군,33,252000,2026-04-04 00:00:00,100,35.0622978200,126.5234909100,81,36,,GPS,2026-04-04 15:19:01
4686000000,전라남도 함평군,33,252001,2026-03-24 00:00:00,100,35.0621643100,126.5235595700,0,62,,,2026-03-24 16:55:00
4686000000,전라남도 함평군,33,252002,2026-03-15 00:00:00,100,0E-10,0E-10,239,0,,,2026-03-15 14:14:00
4686000000,전라남도 함평군,33,252003,2026-04-01 00:00:00,100,35.0141220100,126.5175933800,184,28,,GPS,2026-04-06 16:37:01
4686000000,전라남도 함평군,33,252005,2026-04-06 00:00:00,100,35.0619621300,126.5234985400,245,56,,GPS,2026-04-06 14:18:00
4686000000,전라남도 함평군,33,252006,2026-04-06 00:00:00,100,35.0524673500,126.5305252100,139,63,,GPS,2026-04-06 10:15:01
4686000000,전라남도 함평군,33,252007,2026-03-29 00:00:00,100,35.0621757500,126.5234832800,326,74,,GPS,2026-03-29 14:16:02
4686000000,전라남도 함평군,33,252008,2026-04-01 00:00:00,100,35.0621948200,126.5234756500,84,57,,GPS,2026-04-01 10:12:00
4686000000,전라남도 함평군,34,251016,2026-03-30 00:00:00,100,35.0620918300,126.5234527600,247,32,,GPS,2026-03-30 11:21:02
4686000000,전라남도 함평군,34,251032,2026-04-01 00:00:00,100,35.0621490500,126.5234603900,141,44,,GPS,2026-04-01 14:29:01
4686000000,전라남도 함평군,34,252000,2026-04-05 00:00:00,100,35.0621757500,126.5235137900,241,49,,GPS,2026-04-05 14:30:04
4686000000,전라남도 함평군,34,252001,2026-04-03 00:00:00,100,35.0621147200,126.5234451300,198,56,,GPS,2026-04-03 17:59:01
4686000000,전라남도 함평군,34,252002,2026-03-30 00:00:00,100,0E-10,0E-10,167,31,,GPS,2026-03-30 14:29:01
4686000000,전라남도 함평군,34,252005,2026-04-06 00:00:00,100,35.0621109000,126.5234832800,171,19,,GPS,2026-04-06 10:59:01
4686000000,전라남도 함평군,34,252006,2026-03-31 00:00:00,100,35.0536994900,126.5294723500,137,58,,GPS,2026-03-31 11:04:01
4686000000,전라남도 함평군,34,252007,2026-04-04 00:00:00,100,35.0621261600,126.5236511200,139,44,,GPS,2026-04-04 14:30:02
4686000000,전라남도 함평군,34,252008,2026-04-06 00:00:00,100,35.0622100800,126.5234680200,290,47,,GPS,2026-04-06 14:30:02
4686000000,전라남도 함평군,35,251016,2026-03-31 00:00:00,100,35.0621490500,126.5234375000,0,0,,GPS,2026-03-31 17:25:01
4686000000,전라남도 함평군,35,252001,2026-04-05 00:00:00,100,35.0621948200,126.5232620200,60,49,,GPS,2026-04-05 12:59:01
4686000000,전라남도 함평군,35,252005,2026-04-06 00:00:00,100,35.0623588600,126.5229263300,146,31,,GPS,2026-04-06 09:18:01
4686000000,전라남도 함평군,35,252006,2026-04-06 00:00:00,100,35.0429763800,126.5157775900,23,32,,GPS,2026-04-06 16:37:01
4686000000,전라남도 함평군,35,252008,2026-03-24 00:00:00,100,35.0547294600,126.5286483800,145,40,,,2026-03-24 18:02:01
4686000000,전라남도 함평군,37,251032,2026-04-06 00:00:00,100,35.0620117200,126.5233840900,25,69,,GPS,2026-04-06 06:19:01
4686000000,전라남도 함평군,37,252000,2026-03-17 00:00:00,100,35.0557289100,126.5277938800,145,57,,,2026-03-17 06:24:01
4686000000,전라남도 함평군,37,252002,2026-03-31 00:00:00,100,0E-10,0E-10,0,59,,GPS,2026-03-31 06:20:03
4686000000,전라남도 함평군,37,252007,2026-04-04 00:00:00,100,35.0450973500,126.5338592500,181,67,,GPS,2026-04-04 09:30:02
4686000000,전라남도 함평군,38,251032,2026-04-05 00:00:00,100,35.0621261600,126.5234527600,105,55,,GPS,2026-04-05 10:00:02
4686000000,전라남도 함평군,38,252000,2026-04-04 00:00:00,100,35.0632095300,126.5224304200,329,41,,GPS,2026-04-04 10:03:01
4686000000,전라남도 함평군,38,252002,2026-04-06 00:00:00,100,0E-10,0E-10,0,80,,GPS,2026-04-06 10:00:02
4686000000,전라남도 함평군,38,252007,2026-04-01 00:00:00,100,35.0621414200,126.5235977200,107,50,,GPS,2026-04-01 09:59:01
4686000000,전라남도 함평군,38,252008,2026-03-25 00:00:00,100,35.0621757500,126.5234451300,271,47,,,2026-03-25 09:59:01
4686000000,전라남도 함평군,4,251016,2026-04-04 00:00:00,100,35.0566024800,126.5426025400,127,0,,GPS,2026-04-04 07:28:01
4686000000,전라남도 함평군,4,251032,2026-04-01 00:00:00,100,35.0620575000,126.5234832800,170,0,,GPS,2026-04-01 16:35:00
4686000000,전라남도 함평군,4,252000,2026-04-05 00:00:00,100,35.0621490500,126.5234832800,240,0,,GPS,2026-04-05 16:35:01
4686000000,전라남도 함평군,4,252002,2026-04-02 00:00:00,100,35.0646553000,126.5276794400,50,35,,GPS,2026-04-02 19:11:07
4686000000,전라남도 함평군,4,252005,2026-04-04 00:00:00,100,35.0621490500,126.5234298700,12,0,,GPS,2026-04-04 18:58:01
4686000000,전라남도 함평군,4,252006,2026-04-03 00:00:00,100,35.0619964600,126.5238037100,227,58,,GPS,2026-04-03 06:09:05
4686000000,전라남도 함평군,4,252007,2026-04-04 00:00:00,100,35.0621185300,126.5236663800,85,15,,GPS,2026-04-04 16:35:01
4686000000,전라남도 함평군,4,252008,2026-04-06 00:00:00,100,35.0644302400,126.5272827100,147,15,,GPS,2026-04-06 15:45:01
4686000000,전라남도 함평군,40,251032,2026-04-05 00:00:00,100,35.0621299700,126.5236053500,68,76,,GPS,2026-04-05 18:22:01
4686000000,전라남도 함평군,40,252000,2026-04-06 00:00:00,100,35.0621070900,126.5231018100,159,51,,GPS,2026-04-06 14:17:01
4686000000,전라남도 함평군,40,252002,2026-04-01 00:00:00,100,35.0027694700,126.5734787000,153,69,,GPS,2026-04-01 14:44:01
4686000000,전라남도 함평군,40,252005,2026-04-04 00:00:00,100,35.0620842000,126.5234832800,31,68,,GPS,2026-04-04 13:20:02
4686000000,전라남도 함평군,40,252006,2026-03-29 00:00:00,100,35.0599441500,126.5241546600,152,53,,GPS,2026-03-29 13:22:01
4686000000,전라남도 함평군,40,252007,2026-04-06 00:00:00,100,35.0621147200,126.5235748300,140,37,,GPS,2026-04-06 09:37:02
4686000000,전라남도 함평군,41,251016,2026-04-04 00:00:00,100,35.0620842000,126.5234680200,262,68,,GPS,2026-04-04 15:40:04
4686000000,전라남도 함평군,41,252001,2026-04-02 00:00:00,100,35.0621604900,126.5237045300,198,55,,GPS,2026-04-02 18:08:01
4686000000,전라남도 함평군,41,252005,2026-03-31 00:00:00,100,35.0620117200,126.5236816400,148,60,,GPS,2026-03-31 14:05:01
4686000000,전라남도 함평군,41,252006,2026-04-05 00:00:00,100,35.0623817400,126.5234909100,84,66,,GPS,2026-04-05 14:05:01
4686000000,전라남도 함평군,43,251000,2026-04-03 00:00:00,500,35.1618766800,126.8780059800,69,13,,GPS,2026-04-03 10:29:01
4686000000,전라남도 함평군,43,251005,2026-04-04 00:00:00,500,35.1616783100,126.8816299400,188,0,,GPS,2026-04-04 08:33:00
4686000000,전라남도 함평군,43,251006,2026-04-05 00:00:00,500,35.1614952100,126.8794708300,93,0,,GPS,2026-04-05 19:47:00
4686000000,전라남도 함평군,43,251007,2026-04-04 00:00:00,500,35.1616554300,126.8822326700,256,0,,GPS,2026-04-04 16:42:01
4686000000,전라남도 함평군,43,251008,2026-04-03 00:00:00,500,35.1619148300,126.8762664800,242,38,,GPS,2026-04-03 07:56:02
4686000000,전라남도 함평군,43,251012,2026-03-31 00:00:00,500,35.1616783100,126.8814086900,282,33,,GPS,2026-03-31 06:45:05
4686000000,전라남도 함평군,43,251019,2026-04-06 00:00:00,500,35.1614379900,126.8820571900,297,0,,GPS,2026-04-06 10:15:01
4686000000,전라남도 함평군,43,251020,2026-03-30 00:00:00,500,35.1615448000,126.8817977900,242,0,,GPS,2026-03-30 13:13:01
4686000000,전라남도 함평군,43,251021,2026-04-06 00:00:00,500,35.1579322800,126.8768844600,177,0,,GPS,2026-04-06 12:22:01
4686000000,전라남도 함평군,43,251023,2026-04-06 00:00:00,500,35.1617279100,126.8820877100,56,0,,GPS,2026-04-06 12:58:01
4686000000,전라남도 함평군,43,251025,2026-04-02 00:00:00,500,35.1502418500,126.8564147900,222,26,,GPS,2026-04-02 18:53:02
4686000000,전라남도 함평군,43,251027,2026-04-01 00:00:00,500,35.1534919700,126.8766937300,10,36,,GPS,2026-04-01 15:44:00
4686000000,전라남도 함평군,43,251029,2026-03-24 00:00:00,500,35.1489410400,126.7701263400,101,24,,,2026-03-24 18:02:01
4686000000,전라남도 함평군,43,251030,2026-04-06 00:00:00,500,35.1616516100,126.8819351200,257,0,,GPS,2026-04-06 13:27:01
4686000000,전라남도 함평군,43,251036,2026-04-05 00:00:00,500,35.1626129200,126.8829727200,13,56,,GPS,2026-04-05 13:15:01
4686000000,전라남도 함평군,43,251037,2026-04-06 00:00:00,500,35.1597900400,126.8769226100,206,26,,GPS,2026-04-06 16:13:01
4686000000,전라남도 함평군,43,251038,2026-04-03 00:00:00,500,35.1439437900,126.7914505000,124,9,,GPS,2026-04-03 15:22:01
4686000000,전라남도 함평군,43,251039,2026-04-05 00:00:00,500,35.1615638700,126.8793411300,105,39,,GPS,2026-04-05 20:29:01
4686000000,전라남도 함평군,43,251040,2026-04-05 00:00:00,500,35.1617240900,126.8822326700,100,0,,GPS,2026-04-05 18:08:01
4686000000,전라남도 함평군,43,251043,2026-04-05 00:00:00,500,35.1658515900,126.8496933000,105,36,,GPS,2026-04-05 12:47:01
4686000000,전라남도 함평군,43,251045,2026-04-05 00:00:00,500,35.1618881200,126.8823471100,252,0,,GPS,2026-04-05 16:06:01
4686000000,전라남도 함평군,43,251046,2026-04-04 00:00:00,500,35.1613121000,126.8793945300,70,0,,GPS,2026-04-04 18:13:01
4686000000,전라남도 함평군,44,251000,2026-04-03 00:00:00,500,35.0624160800,126.5230102500,152,0,,GPS,2026-04-03 08:39:10
4686000000,전라남도 함평군,44,251001,2026-04-02 00:00:00,500,35.0621337900,126.5236663800,170,0,,GPS,2026-04-02 17:11:01
